id,text,archetype_name,datetime,discovered_topic,pc1,pc2,pc3
1769443298.122819,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 0%",35 + Product_Configs + Falabella,2026-01-26 16:01:38.122,1,1.684156,-0.14551653,-0.031828072
1769439760.633999,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 0%",35 + Product_Configs + Falabella,2026-01-26 15:02:40.633,1,1.684156,-0.14551653,-0.031828072
1769439624.940559,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Security + Banco + Estado,2026-01-26 15:00:24.940,4,0.03200568,-0.37301266,0.095762715
1769436173.590389,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 0%",35 + Product_Configs + Falabella,2026-01-26 14:02:53.590,1,1.684156,-0.14551653,-0.031828072
1769432412.165349,Reminder: @S095YD2KQ4S hacer movimiento semanal de BICE a Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-BICE-Banco-Security-1e40ff41a1e98063b074f3d24800e7b1)),Sin Clasificar,2026-01-26 13:00:12.165,-1,-0.32765424,0.16809732,0.049250185
1769432401.432549,"@S095YD2KQ4S :warning: BICE Bank Statement files not found
Account: 1401335
RUT: 760791814
Statement Date: 2026-01-24
Missing files: current: 2026_01_24
Please check GCP and generate manually if needed.",Files + Statement + 22,2026-01-26 13:00:01.432,3,-0.13489196,1.9013343,-0.61563593
1769432400.504729,"@S095YD2KQ4S :warning: BICE Bank Statement files not found
Account: 1383345
RUT: 771433855
Statement Date: 2026-01-24
Missing files: current: 2026_01_24
Please check GCP and generate manually if needed.",Files + Statement + 22,2026-01-26 13:00:00.504,3,-0.14622085,1.892783,-0.6156107
1769431717.951539,"me dijeron de kushki que arreglaron el problema de la api, pal prox onboarding podrías usar [este workflow](https://fintoc.app.n8n.cloud/form/7452b5eb-d3af-4f14-acc3-b0f3b87e08eb) @S095YD2KQ4S?
cc @antonia.fuenzalida",Que + El + La,2026-01-26 12:48:37.951,10,-0.46685374,-0.2853605,-0.6196033
1769431508.150289,"Reminder: @S095YD2KQ4S sube el [universo](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/universo) a [upload_contracts](http://admin.prd.fin/contracts/upload_contracts_snapshot_form), después la [rendición](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/nominasProcesadas) a [charge_batches](http://admin.prd.fin/charge_batches) y descarga los paysheets del [payout batch](http://admin.prd.fin/payout_batches?q%5Bproduct_id_eq%5D=8&amp;commit=Filtrar&amp;subdomain=admin&amp;order=id_desc) en :banco-chile: ([paso a paso](https://www.notion.so/fintoc/Actualizaci-n-de-Universo-de-Contratos-9bd924a99fd24fb08cb4d1cd7abe3d30?source=copy_link))",Universo + Front + Pac,2026-01-26 12:45:08.150,15,0.029602252,-0.5161034,-0.066516966
1769430626.471929,Reminder: @S095YD2KQ4S hacer proceso de [nómina Unired](https://www.notion.so/fintoc/Subir-n-mina-Unired-30a1189fbcb34c2b9d988d3c5347e998),Unired + 30A1189Fbcb34C2B9D988D3C5347E998 + Mina,2026-01-26 12:30:26.471,12,-0.9349955,-0.4704821,0.10213135
1769430625.918619,Reminder: @S095YD2KQ4S Cambiar los miembros de los tags de ops-auth según [este](https://docs.google.com/spreadsheets/d/1UBmOGkcFJms9e2EU8MYbpkIL6OycVTMC/edit?gid=1884171324#gid=1884171324) calendario.,Sin Clasificar,2026-01-26 12:30:25.918,-1,-0.80101705,-0.50718397,-0.004275347
1769430621.816369,Reminder: @S095YD2KQ4S hacer proceso de [refresh de cuentas BICE](https://www.notion.so/fintoc/Refresh-cuentas-BICE-1e40ff41a1e9809c9323cbb614036b37),Refresh + Cuentas + Bice,2026-01-26 12:30:21.816,6,-0.4931348,1.0502489,0.5204485
1769430621.078969,Reminder: @S08KGHVFHUN Hacer cierre contable de cuentas recaudadoras. [Acá](https://www.notion.so/fintoc/Cierres-contables-v-a-Ledger-2880ff41a1e98032876af54dac9a307f?source=copy_link) la guía.,Cierres + Cierre + Contables,2026-01-26 12:30:21.078,13,-0.11631487,0.030190436,0.15175918
1769430614.490619,Reminder: @S095YD2KQ4S Revisar [acá](http://admin.prd.fin/batch_paysheets?subdomain=admin&amp;order=id_desc&amp;q%5Bstatus_eq%5D=7&amp;q%5Bcreated_at_gteq%5D=2025-07-01&amp;commit=Filtrar) si hay paysheets pegadas en estado `stuck`. En [este](https://www.notion.so/fintoc/Flujo-para-destrabar-Paysheets-2450ff41a1e98090b777ee3efb4469d2?source=copy_link) manual se explica cómo procesar esas nóminas.,Amp + Paysheets + 5D,2026-01-26 12:30:14.490,5,-0.3949151,-0.35502967,0.41611987
1769428873.080879,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 0%",35 + Product_Configs + Falabella,2026-01-26 12:01:13.080,1,1.684156,-0.14551653,-0.031828072
1769425359.167889,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 0%",35 + Product_Configs + Falabella,2026-01-26 11:02:39.167,1,1.684156,-0.14551653,-0.031828072
1769421928.523019,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 0%",35 + Product_Configs + Falabella,2026-01-26 10:05:28.523,1,1.684156,-0.14551653,-0.031828072
1769206672.391609,"@paula.​yoma esto fue lo [único](https://fintoc.slack.com/archives/C018V6ABKAB/p1769205858988209?thread_ts=1769201099.052889&amp;cid=C018V6ABKAB) que no pude tomar
1. no entiendo mucho de que hablan
2. no supe hacer el [instatus](https://fintoc.slack.com/archives/C07887PF18F/p1769206190247189), usé la app de retool y se lanzó ese de pagos, lo resolví ahí mismo pero no se si me habra quedado algo pendiente
si me puedes ayudar con eso en caso de que haya quedado colgado!",Que + El + La,2026-01-23 22:17:52.391,10,-0.53985775,-0.25844046,-0.29860878
1769202017.133859,Reminder: @S095YD2KQ4S Revisar [este](https://fintoc.retool.com/apps/96f7bd9e-76c0-11f0-804e-87bc9964caf6/Ops%20Collection/Ops%20Collection%20Tools/page1) dashboard (pestaña Daily Tasks) antes de cerrar el día.,20Collection + Ops + Pestaña,2026-01-23 21:00:17.133,14,-0.7555126,-0.3302428,0.60108334
1769200204.434559,Reminder: @S095YD2KQ4S hacer pago de payouts a merchants y refunds ([paso a paso](https://www.notion.so/Dispersi-n-de-payouts-a-merchants-12e0ff41a1e98011ae70f1eb7033ae25?pvs=24#12e0ff41a1e980e792fbde1905fac6fc)),Payouts + Merchants + Refunds,2026-01-23 20:30:04.434,11,-0.119387284,-0.16949992,0.6980122
1769189404.595269,"Reminder: @S095YD2KQ4S descargar [nómina de cargos](http://admin.prd.fin/charge_batches), subirla al [banco](https://login.portalempresas.bancochile.cl/bancochile-web/empresa/login/index.html#/login) y cambiar el estado del batch a waiting_paysheet_result ([paso a paso)](https://www.notion.so/fintoc/Subir-n-mina-de-cargos-9b9f67db366c4b649af85b3cb595c43a?source=copy_link)",Login + Cargos + Bancochile,2026-01-23 17:30:04.595,9,0.0014214565,0.17256959,0.38579583
1769185732.627229,"*Kushki Onboarding*
Nuevo merchant registrado:
```
{
  requestId: 256878c7-6889-4d0d-a32f-ce7ae33961f6,
  submerchantId: 866d1ea7-a1e6-4ca5-91d8-0a6fee127b70,
  submerchantName: Comercial Urubamba,
  status: VALID
}
```
_Automated with this [n8n workflow](https://fintoc.app.n8n.cloud/workflow/qXkFR-lzxzgBg4Iz3rDEz?utm_source=n8n-internal&amp;utm_medium=powered_by&amp;utm_campaign=n8n-nodes-base.slack_cd08dc07a5b9394f799bc9448b6b85fda48d6a5f7b2954d8684222f74de8ea6d)_",De + Del + Vesti,2026-01-23 16:28:52.627,7,-0.23764314,-0.19499786,-1.0020548
1769185502.064019,"*Kushki Onboarding*
Nuevo merchant registrado:

_Automated with this [n8n workflow](https://fintoc.app.n8n.cloud/workflow/qXkFR-lzxzgBg4Iz3rDEz?utm_source=n8n-internal&amp;utm_medium=powered_by&amp;utm_campaign=n8n-nodes-base.slack_cd08dc07a5b9394f799bc9448b6b85fda48d6a5f7b2954d8684222f74de8ea6d)_",De + Del + Vesti,2026-01-23 16:25:02.064,7,-0.32969466,-0.19187889,-0.7645026
1769181432.680649,"@S095YD2KQ4S me ayudas cambiando la recipient account de esta [org](http://admin.prd.fin/organizations/org_rVbJkpNFEDdM2RX3) pls. Estos son los nuevos:
&gt; Libry SpA
&gt; Rut: 78.277.679-7
&gt; Cuenta Corriente No. 27484050
&gt; Banco Santander",Que + Me + No,2026-01-23 15:17:12.680,0,-0.019067748,0.49399954,-0.07784552
1769180423.545599,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Security + Banco + Estado,2026-01-23 15:00:23.545,4,0.03200568,-0.37301266,0.095762715
1769180192.975449,"@S095YD2KQ4S me ayudas a revisar si nos llegó esta TEF en nuestra cuenta del BE plisss, para confirmar si se realizará o no un reembolso (cuando la cuenta concilie). :dorime:
• [PI](http://admin.prd.fin/payments/116120120)",Que + Me + No,2026-01-23 14:56:32.975,0,0.015902685,0.32831883,0.33117688
1769176105.416529,"@S095YD2KQ4S me ayudas subiendo a Lookout SpA a la plataforma de kushki. Los datos son:
Nombre: Lookout SpA
Url: [https://www.holasomosdeep.com/](https://www.holasomosdeep.com/)
Fecha nacimiento: 20/02/1989
TyC:  [https://docs.google.com/document/d/1G_bL9_fpVl74JchJJM1Kx_fal5EtuQkoUtCUnGJv8Yg/edit?tab=t.0](https://docs.google.com/document/d/1G_bL9_fpVl74JchJJM1Kx_fal5EtuQkoUtCUnGJv8Yg/edit?tab=t.0)",Https + Tab + Google,2026-01-23 13:48:25.416,2,-0.7308755,-0.32930246,-1.2679999
1769175629.195629,"@S095YD2KQ4S me ayudas subiendo a Anka Joyería a la plataforma de kushki. Los datos son:
Nombre: Anka SpA
Url: [https://ankajoyeria.com/](https://ankajoyeria.com/)
Fecha nacimiento: 16/09/1991
TyC:  [https://docs.google.com/document/d/1GVPg2yZ369JxNyCzfgh7AoYVau4SNK60QVAaQtUzwEk/edit?tab=t.0](https://docs.google.com/document/d/1GVPg2yZ369JxNyCzfgh7AoYVau4SNK60QVAaQtUzwEk/edit?tab=t.0)",Https + Tab + Google,2026-01-23 13:40:29.195,2,-0.56923664,-0.36478707,-1.5918897
1769173419.959309,"@S095YD2KQ4S :warning: BICE Bank Statement files not found
Account: 1383345
RUT: 771433855
Statement Date: 2026-01-23
Missing files: current: 2026_01_23
Please check GCP and generate manually if needed.",Files + Statement + 22,2026-01-23 13:03:39.959,3,-0.15337153,1.8906685,-0.6159521
1769173200.815769,"@S095YD2KQ4S :warning: BICE Bank Statement files not found
Account: 1401335
RUT: 760791814
Statement Date: 2026-01-23
Missing files: current: 2026_01_23
Please check GCP and generate manually if needed.",Files + Statement + 22,2026-01-23 13:00:00.815,3,-0.14065969,1.9035128,-0.61692333
1769173200.680969,"@S095YD2KQ4S :warning: BICE Bank Statement files not found
Account: 1383345
RUT: 771433855
Statement Date: 2026-01-23
Missing files: current: 2026_01_23
Please check GCP and generate manually if needed.",Files + Statement + 22,2026-01-23 13:00:00.680,3,-0.15337153,1.8906685,-0.6159521
1769172304.250349,"Reminder: @S095YD2KQ4S sube el [universo](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/universo) a [upload_contracts](http://admin.prd.fin/contracts/upload_contracts_snapshot_form), después la [rendición](https://portalempresas.bancochile.cl/mibancochile-web/front/empresa/index.html#/portal/recaudacion-pac/nominasProcesadas) a [charge_batches](http://admin.prd.fin/charge_batches) y descarga los paysheets del [payout batch](http://admin.prd.fin/payout_batches?q%5Bproduct_id_eq%5D=8&amp;commit=Filtrar&amp;subdomain=admin&amp;order=id_desc) en :banco-chile: ([paso a paso](https://www.notion.so/fintoc/Actualizaci-n-de-Universo-de-Contratos-9bd924a99fd24fb08cb4d1cd7abe3d30?source=copy_link))",Universo + Front + Pac,2026-01-23 12:45:04.250,15,0.029602252,-0.5161034,-0.066516966
1769171428.045789,Reminder: @S095YD2KQ4S hacer proceso de [refresh de cuentas BICE](https://www.notion.so/fintoc/Refresh-cuentas-BICE-1e40ff41a1e9809c9323cbb614036b37),Refresh + Cuentas + Bice,2026-01-23 12:30:28.045,6,-0.4931348,1.0502489,0.5204485
1769171421.028219,Reminder: @S095YD2KQ4S Revisar [acá](http://admin.prd.fin/batch_paysheets?subdomain=admin&amp;order=id_desc&amp;q%5Bstatus_eq%5D=7&amp;q%5Bcreated_at_gteq%5D=2025-07-01&amp;commit=Filtrar) si hay paysheets pegadas en estado `stuck`. En [este](https://www.notion.so/fintoc/Flujo-para-destrabar-Paysheets-2450ff41a1e98090b777ee3efb4469d2?source=copy_link) manual se explica cómo procesar esas nóminas.,Amp + Paysheets + 5D,2026-01-23 12:30:21.028,5,-0.3949151,-0.35502967,0.41611987
1769171421.008069,Reminder: @S08KGHVFHUN Hacer cierre contable de cuentas recaudadoras. [Acá](https://www.notion.so/fintoc/Cierres-contables-v-a-Ledger-2880ff41a1e98032876af54dac9a307f?source=copy_link) la guía.,Cierres + Cierre + Contables,2026-01-23 12:30:21.008,13,-0.11631487,0.030190436,0.15175918
1769171404.007939,Reminder: @S095YD2KQ4S hacer proceso de [nómina Unired](https://www.notion.so/fintoc/Subir-n-mina-Unired-30a1189fbcb34c2b9d988d3c5347e998),Unired + 30A1189Fbcb34C2B9D988D3C5347E998 + Mina,2026-01-23 12:30:04.007,12,-0.9349955,-0.4704821,0.10213135
1769169847.901229,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 12:04:07.901,1,1.6963745,-0.2244311,-0.03839952
1769166337.207549,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 11:05:37.207,1,1.6963745,-0.2244311,-0.03839952
1769162512.875429,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 10:01:52.875,1,1.6963745,-0.2244311,-0.03839952
1769159000.555339,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 09:03:20.555,1,1.6963745,-0.2244311,-0.03839952
1769155238.947669,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 08:00:38.947,1,1.6963745,-0.2244311,-0.03839952
1769151921.115589,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 07:05:21.115,1,1.6963745,-0.2244311,-0.03839952
1769148259.004149,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 06:04:19.004,1,1.6963745,-0.2244311,-0.03839952
1769144422.647159,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 05:00:22.647,1,1.6963745,-0.2244311,-0.03839952
1769140977.135259,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 04:02:57.135,1,1.6963745,-0.2244311,-0.03839952
1769137225.069849,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 03:00:25.069,1,1.6963745,-0.2244311,-0.03839952
1769133716.323449,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 02:01:56.323,1,1.6963745,-0.2244311,-0.03839952
1769130099.571569,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 01:01:39.571,1,1.6963745,-0.2244311,-0.03839952
1769126542.731319,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-23 00:02:22.731,1,1.6963745,-0.2244311,-0.03839952
1769122968.631609,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-22 23:02:48.631,1,1.6963745,-0.2244311,-0.03839952
1769119430.777719,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-22 22:03:50.777,1,1.6963745,-0.2244311,-0.03839952
1769115804.595469,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-22 21:03:24.595,1,1.6963745,-0.2244311,-0.03839952
1769115604.746089,Reminder: @S095YD2KQ4S Revisar [este](https://fintoc.retool.com/apps/96f7bd9e-76c0-11f0-804e-87bc9964caf6/Ops%20Collection/Ops%20Collection%20Tools/page1) dashboard (pestaña Daily Tasks) antes de cerrar el día.,20Collection + Ops + Pestaña,2026-01-22 21:00:04.746,14,-0.7555126,-0.3302428,0.60108334
1769113810.605839,Reminder: @S095YD2KQ4S hacer pago de payouts a merchants y refunds ([paso a paso](https://www.notion.so/Dispersi-n-de-payouts-a-merchants-12e0ff41a1e98011ae70f1eb7033ae25?pvs=24#12e0ff41a1e980e792fbde1905fac6fc)),Payouts + Merchants + Refunds,2026-01-22 20:30:10.605,11,-0.119387284,-0.16949992,0.6980122
1769112151.383509,"@tank-ops-chile estos bancos tienen availability_percentage != 100 (payments - individual - CL):
1. [Banco Falabella](http://admin.prd.fin/product_configs/35/edit) (ID 35) : 50%",35 + Product_Configs + Falabella,2026-01-22 20:02:31.383,1,1.6963745,-0.2244311,-0.03839952
1769108592.088419,"@S095YD2KQ4S me ayudas a adelantar este refund plisss. Era para ayer, pero no tenían saldo porq tienen muchos refund activos, por lo mismo no me deja adelantarlo por retool. Se podrá adelantar solo este?  (igual me extraña que yaneken no tenga saldo)
• [Refund](http://admin.prd.fin/refunds/ref_B5qVz8KHxlqORaY6) ",Que + Me + No,2026-01-22 19:03:12.088,0,-0.27447838,0.27810612,0.35087258
1769106497.244509,"@tank-ops-chile no se han [subido las nóminas](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836?source=copy_link) del [BancoEstado](https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/inicio---bancoestado-empresas.html#/login-empresa)  :banco-estado:.  Al finalizar, marca el toggle [acá](https://fintoc.retool.com/apps/96f7bd9e-76c0-11f0-804e-87bc9964caf6/Ops%20Collection/Ops%20Collection%20Tools/page1).",Bancoestado + Chile + Ops,2026-01-22 18:28:17.244,18,0.4767712,-0.5247944,-0.34527248
1769103001.198999,"Reminder: @S095YD2KQ4S descargar [nómina de cargos](http://admin.prd.fin/charge_batches), subirla al [banco](https://login.portalempresas.bancochile.cl/bancochile-web/empresa/login/index.html#/login) y cambiar el estado del batch a waiting_paysheet_result ([paso a paso)](https://www.notion.so/fintoc/Subir-n-mina-de-cargos-9b9f67db366c4b649af85b3cb595c43a?source=copy_link)",Login + Cargos + Bancochile,2026-01-22 17:30:01.198,9,0.0014214565,0.17256959,0.38579583
1769098710.759269,@mateo status update de esto?,De + Del + Vesti,2026-01-22 16:18:30.759,7,-0.6898931,-0.3789088,-0.37778232
1769097458.322619,:listeilor::hehe::vamos-ekipo:,Que + El + La,2026-01-22 15:57:38.322,10,-0.41082183,-0.7933233,-0.6809541
1769097386.351889,"@S095YD2KQ4S me ayudas subiendo a Kippi a la plataforma de kushki. Los datos son:
Nombre: Retail investimenti spa
Url: [https://kippichile.cl/](https://kippichile.cl/)
Fecha nacimiento: 12/10/1990
TyC:  [https://docs.google.com/document/d/1L9az96vU0GKk2l4IaQdibpC0LVlxY0zKvrAcNZbXoUw/edit?tab=t.0](https://docs.google.com/document/d/1L9az96vU0GKk2l4IaQdibpC0LVlxY0zKvrAcNZbXoUw/edit?tab=t.0)",Https + Tab + Google,2026-01-22 15:56:26.351,2,-0.3708011,-0.45747912,-1.3723114
1769096625.064979,"@S095YD2KQ4S me ayudas subiendo a Bolgen a la plataforma de kushki. Los datos son:
Nombre: KHUMBU SPA
Url: [https://www.bolg.cl/](https://www.bolg.cl/)
Fecha nacimiento: 10/10/1986
TyC:  [https://docs.google.com/document/d/1dpcJ9MBA8Z_rIL2cg3_icOSdM4xC3kuqjXtdiWBdk_s/edit?tab=t.0](https://docs.google.com/document/d/1dpcJ9MBA8Z_rIL2cg3_icOSdM4xC3kuqjXtdiWBdk_s/edit?tab=t.0)",Https + Tab + Google,2026-01-22 15:43:45.064,2,-0.54040915,-0.045464117,-1.4874035
1769095740.515839,"@S095YD2KQ4S me ayudas subiendo a Agua Antukuyen a la plataforma de kushki. Los datos son:
Nombre: GAETE Y ARANEDA ASOCIADOS SPA
Url: [https://aguaantukuyen.cl/](https://aguaantukuyen.cl/)
Fecha nacimiento: 05/05/1977
TyC:  [https://docs.google.com/document/d/1yykqPR7eSgvnKLb_ZDxyX00b-hweH_WgmTM97pEx_cI/edit?tab=t.0](https://docs.google.com/document/d/1yykqPR7eSgvnKLb_ZDxyX00b-hweH_WgmTM97pEx_cI/edit?tab=t.0)",Https + Tab + Google,2026-01-22 15:29:00.515,2,-0.58618015,-0.4398794,-1.4412802
1769095434.966289,"@S095YD2KQ4S me ayudas subiendo a Modoko a la plataforma de kushki. Los datos son:
Nombre: MODOKO SpA
Url: [https://modoko.cl/](https://modoko.cl/)
Fecha nacimiento: 23/05/1996
TyC:  [https://docs.google.com/document/d/1DjTl62A6NoTWf4lpHsYwjrtqFvCPUoJ0RoKKoDOUBD4/edit?tab=t.0](https://docs.google.com/document/d/1DjTl62A6NoTWf4lpHsYwjrtqFvCPUoJ0RoKKoDOUBD4/edit?tab=t.0)",Https + Tab + Google,2026-01-22 15:23:54.966,2,-0.62586015,-0.4615509,-1.4529197
1769095007.957859,"@S095YD2KQ4S me ayudas subiendo a RM Partes SpA a la plataforma de kushki. Los datos son:
Nombre: RM Partes SpA
Url: [https://rmpartes.cl/](https://rmpartes.cl/)
Fecha nacimiento: 02/03/1990
TyC:  [https://docs.google.com/document/d/1T6LmnV7NYMtYQPdGaasyorz56tqmF8Yjz7zEI1Ykobk/edit?tab=t.0](https://docs.google.com/document/d/1T6LmnV7NYMtYQPdGaasyorz56tqmF8Yjz7zEI1Ykobk/edit?tab=t.0)",Https + Tab + Google,2026-01-22 15:16:47.957,2,-0.6897351,-0.35270262,-1.2323773
1769094447.947039,"@S095YD2KQ4S me ayudas subiendo a Luminavida a la plataforma de kushki. Los datos son:
Nombre: Luminavida SPA
Url: [https://luminavida.cl/](https://luminavida.cl/)
Fecha nacimiento: 20/08/1990
TyC:  [https://docs.google.com/document/d/1cGl4wk-DYh2eMFORzXJ74F11ni0zljD_ndoBUf8HnTg/edit?tab=t.0](https://docs.google.com/document/d/1cGl4wk-DYh2eMFORzXJ74F11ni0zljD_ndoBUf8HnTg/edit?tab=t.0)",Https + Tab + Google,2026-01-22 15:07:27.947,2,-0.67990845,-0.3405391,-1.4416165
1769094021.758669,Reminder: @S095YD2KQ4S mover plata de Banco Estado al Security ([paso a paso](https://www.notion.so/fintoc/Subir-n-minas-Banco-Estado-Banco-Security-12e0ff41a1e9807f8dc1f11009203836)),Security + Banco + Estado,2026-01-22 15:00:21.758,4,0.03200568,-0.37301266,0.095762715
1769092657.397819,"@S095YD2KQ4S me ayudas subiendo aHaze Concept a la plataforma de kushki. Los datos son:
Nombre: Textil Holy Concept Limitada
Url: [https://hazeconcept.com/](https://hazeconcept.com/)
Fecha nacimiento: 03/01/2000
TyC:  [https://docs.google.com/document/d/15sx4TQGjKG8d0j2qmixUiwHZeT61yhG9ULhfYggZJZE/edit?tab=t.0](https://docs.google.com/document/d/15sx4TQGjKG8d0j2qmixUiwHZeT61yhG9ULhfYggZJZE/edit?tab=t.0)",Https + Tab + Google,2026-01-22 14:37:37.397,2,-0.8086858,-0.55715793,-1.1754615
1769091650.877209,"@S095YD2KQ4S me ayudas subiendo a Baby Steps a la plataforma de kushki. Los datos son:
Nombre: Baby Steps Spa
Url: [https://babysteps.cl/](https://babysteps.cl/)
Fecha nacimiento: 22/04/1957
TyC:  [https://docs.google.com/document/d/1b1pOAFD1tFlnIwrVwox62tDmAzvfY0pRJllE0hk8Sz0/edit?tab=t.0](https://docs.google.com/document/d/1b1pOAFD1tFlnIwrVwox62tDmAzvfY0pRJllE0hk8Sz0/edit?tab=t.0)",Https + Tab + Google,2026-01-22 14:20:50.877,2,-0.82970333,-0.3572821,-1.371714
1769090996.341679,:bombardino-crocodilo:,Que + El + La,2026-01-22 14:09:56.341,10,-0.330728,-0.43243575,-0.7004128
1769090944.323739,[https://open.spotify.com/intl-es/track/0oOhHNAXE8nJSoLGCyGDDK?si=f3246719e49347bb](https://open.spotify.com/intl-es/track/0oOhHNAXE8nJSoLGCyGDDK?si=f3246719e49347bb),Unired + 30A1189Fbcb34C2B9D988D3C5347E998 + Mina,2026-01-22 14:09:04.323,12,-0.5510866,-0.35321265,-0.38627782
